,Perturbation,Exp1,Pred1
95,mobley_8492526~mobley_2864987,0.16214,0.13964560627937317
96,mobley_9478823~mobley_20524,0.15339,0.05316723883152008
97,mobley_7943327~mobley_6619554,0.1447,0.13964560627937317
98,mobley_778352~mobley_1199854,0.0215675,0.06028494983911514
99,mobley_4035953~mobley_5747188,0.03072333,0.07920268177986145
100,mobley_5627459~mobley_8765203,0.15088,0.13964560627937317
101,mobley_3414356~mobley_2929847,0.15342,0.13964560627937317
102,mobley_6632459~mobley_1963873,0.15473,0.13964560627937317
103,mobley_1800170~mobley_8426916,0.14419,0.13964560627937317
104,mobley_1261349~mobley_430089,0.11055,0.10655048489570618
105,mobley_5759258~mobley_5346580,0.015385,0.060853347182273865
106,mobley_2341732~mobley_2364370,0.09868,0.13964560627937317
107,mobley_6060301~mobley_7227357,0.01296333,0.0367019921541214
108,mobley_5471704~mobley_7417968,0.15353,0.13964560627937317
109,mobley_1827204~mobley_7573149,0.1578,0.13964560627937317
110,mobley_430089~mobley_5935995,0.10184,0.10489457845687866
111,mobley_6896128~mobley_1893937,0.11175,0.13964560627937317
112,mobley_5072416~mobley_5326154,0.14471,0.08365730196237564
113,mobley_6812653~mobley_6248915,0.018805,-0.01722845435142517
114,mobley_2487143~mobley_8221999,0.052945,0.13964560627937317
115,mobley_430089~mobley_2294995,0.1536,0.13964560627937317
116,mobley_349850~mobley_8883511,0.02725,-0.006146758794784546
117,mobley_4305650~mobley_1857976,0.1367,0.09932322055101395
118,mobley_430089~mobley_4305650,0.1291,0.13964560627937317
119,mobley_2487143~mobley_6081058,0.09762,0.06411247700452805
120,mobley_3452749~mobley_9257453,0.01749,-0.006674021482467651
121,mobley_2661134~mobley_5445548,0.01031333,0.06547077745199203
122,mobley_1199854~mobley_3982371,0.12867,0.09444847702980042
123,mobley_1019269~mobley_5627459,0.011562,0.09804628789424896
124,mobley_1929982~mobley_5631798,0.1376,0.13964560627937317
125,mobley_1046331~mobley_2126135,0.15656,0.13964560627937317
126,mobley_5665561~mobley_547634,0.13241,0.043144360184669495
127,mobley_299266~mobley_6917738,0.13022,0.11750809103250504
128,mobley_4177472~mobley_7227357,0.13404,0.04434455186128616
129,mobley_9407874~mobley_3378420,0.02143,0.09925174713134766
130,mobley_6250025~mobley_9733743,0.1552,0.13964560627937317
131,mobley_4715906~mobley_3211679,0.12047,0.08502086251974106
132,mobley_2864987~mobley_2609604,0.11696,0.10489457845687866
133,mobley_5518547~mobley_3968739,0.02909667,0.023600533604621887
134,mobley_2859600~mobley_5520946,0.15555,0.08397892117500305
135,mobley_3183805~mobley_4483973,0.13267,0.12149645388126373
136,mobley_2143011~mobley_9794857,0.14234,0.13964560627937317
137,mobley_2049967~mobley_5449201,0.14654,0.13964560627937317
138,mobley_3738859~mobley_303222,0.13519,0.04348111152648926
139,mobley_2659552~mobley_5600967,0.15705,0.13964560627937317
140,mobley_1563176~mobley_525934,0.06743,0.1392711102962494
141,mobley_2609604~mobley_6060301,0.0146725,0.005822762846946716
142,mobley_5816127~mobley_3867265,0.01684,0.11680487543344498
143,mobley_6248915~mobley_1235151,0.01554,-0.007341489195823669
144,mobley_8573194~mobley_4699732,0.12489,0.07614126801490784
145,mobley_2859600~mobley_1079207,0.035965,0.07963105291128159
146,mobley_2457863~mobley_4035953,0.016326,0.03269874304533005
147,mobley_7708038~mobley_1674094,0.13786,0.1321830302476883
148,mobley_1903702~mobley_8118832,0.02488,0.12402451783418655
149,mobley_9121449~mobley_9913368,0.13431,0.12431682646274567
150,mobley_3515580~mobley_1728386,0.10992,0.13964560627937317
151,mobley_7227357~mobley_7573149,0.13469,0.13964560627937317
152,mobley_1261349~mobley_1800170,0.13353,0.08657771348953247
153,mobley_8772587~mobley_820789,0.15681,0.13964560627937317
154,mobley_8048190~mobley_8573194,0.10155,0.10189913213253021
155,mobley_3867265~mobley_8260524,0.11651,0.13964560627937317
156,mobley_3867265~mobley_6091882,0.14998,0.13964560627937317
157,mobley_6743808~mobley_7150646,0.04345,0.034871384501457214
158,mobley_8789465~mobley_1760914,0.16065,0.141831174492836
159,mobley_4483973~mobley_2451097,0.13866,0.13964560627937317
160,mobley_2422586~mobley_4893032,0.1503,0.13964560627937317
161,mobley_6060301~mobley_5690766,0.14744,0.13733014464378357
162,mobley_1881249~mobley_49274,0.14951,0.1335463523864746
163,mobley_1199854~mobley_6474572,0.12267,0.07270440459251404
164,mobley_3211679~mobley_2681549,0.02124333,0.03570655733346939
165,mobley_3234716~mobley_1079207,0.11958,0.08253832161426544
166,mobley_7142697~mobley_8337977,0.14071,0.13845883309841156
167,mobley_5346580~mobley_2864987,0.11944,0.12651358544826508
168,mobley_6812653~mobley_9407874,0.10929,0.05226827412843704
169,mobley_430089~mobley_1662128,0.15763,0.13964560627937317
170,mobley_1903702~mobley_3982371,0.16407,0.13964560627937317
171,mobley_5890803~mobley_2422586,0.14991,0.13964560627937317
172,mobley_718988~mobley_4762983,0.15764,0.13964560627937317
173,mobley_1036761~mobley_1905088,0.12972,0.08159886300563812
174,mobley_5665561~mobley_3663158,0.15347,0.13964560627937317
175,mobley_7983227~mobley_9626434,0.13456,-0.04495759308338165
176,mobley_3525176~mobley_5445548,0.12177,0.13964560627937317
177,mobley_3167746~mobley_1976156,0.12012,0.07129774242639542
178,mobley_8427539~mobley_2864987,0.01827,0.11297216266393661
179,mobley_755351~mobley_7295828,0.1626,0.13964560627937317
180,mobley_1881249~mobley_6929123,0.1124,0.09050501883029938
181,mobley_1615431~mobley_9794857,0.10747,0.1265137791633606
182,mobley_3053621~mobley_8723116,0.14129,0.07987616211175919
183,mobley_8522124~mobley_2197088,0.08413,0.13964560627937317
184,mobley_7532833~mobley_2493732,0.042805,0.053759172558784485
185,mobley_4305650~mobley_8754702,0.02689333,0.08844815939664841
186,mobley_8260524~mobley_299266,0.14079,0.13964560627937317
187,mobley_6430250~mobley_7295828,0.15647,0.13964560627937317
188,mobley_3034976~mobley_2245668,0.02329,0.09892907738685608
189,mobley_4494568~mobley_5520946,0.10644,0.05676814913749695
190,mobley_5759258~mobley_6911232,0.0268425,0.06621912866830826
191,mobley_1827204~mobley_2607611,0.09326,0.014245659112930298
192,mobley_859464~mobley_6456034,0.13302,0.13964560627937317
193,mobley_2661134~mobley_2354112,0.12961,0.11909162253141403
194,mobley_299266~mobley_2294995,0.09731,0.0798109918832779
195,mobley_8492526~mobley_8436428,0.12427,0.10489457845687866
196,mobley_8427539~mobley_9624458,0.107,0.09429170191287994
197,mobley_8573194~mobley_3867265,0.13582,0.10037053376436234
198,mobley_9478823~mobley_8691603,0.15437,0.13964560627937317
199,mobley_2850833~mobley_5006685,0.00644,-0.026281416416168213
200,mobley_1036761~mobley_3727287,0.12637,0.13964560627937317
201,mobley_4035953~mobley_1873346,0.16102,0.13964560627937317
202,mobley_6091882~mobley_4305650,0.12552,0.13411268591880798
203,mobley_7977115~mobley_3318135,0.11215,0.13964560627937317
204,mobley_5346580~mobley_3414356,0.1479,0.13964560627937317
205,mobley_1899443~mobley_299266,0.15614,0.13964560627937317
206,mobley_8118832~mobley_7573149,0.047385,0.10489457845687866
207,mobley_1662128~mobley_1875719,0.14154,0.10489457845687866
208,mobley_1674094~mobley_1803862,0.14235,0.10489457845687866
209,mobley_820789~mobley_8754702,0.14218,0.11870402097702026
210,mobley_2864987~mobley_7326982,0.15585,0.11359021067619324
211,mobley_8772587~mobley_6632459,0.15226,0.1114456057548523
212,mobley_3982371~mobley_6632459,0.16026,0.13964560627937317
213,mobley_2422586~mobley_1199854,0.14746,0.13964560627937317
214,mobley_36119~mobley_9617923,0.1431,0.10489457845687866
215,mobley_3867265~mobley_7769613,0.14268,0.10187402367591858
216,mobley_9942801~mobley_9139060,0.12806,0.13964560627937317
217,mobley_6917738~mobley_8118832,0.13453,0.13964560627937317
218,mobley_2923700~mobley_6743808,0.02918333,0.017500929534435272
219,mobley_1674094~mobley_1199854,0.15329,0.13964560627937317
220,mobley_2146331~mobley_9246351,0.10418,0.13964560627937317
221,mobley_4218209~mobley_3515580,0.16115,0.12571357190608978
222,mobley_2341732~mobley_4893032,0.14881,0.1279865950345993
223,mobley_5518547~mobley_2859600,0.15628,0.13964560627937317
224,mobley_1781152~mobley_9028462,0.15411,0.10489457845687866
225,mobley_1674094~mobley_4694328,0.0139525,0.07253240048885345
226,mobley_3414356~mobley_2178600,0.09964,0.06930601596832275
227,mobley_7326982~mobley_6854178,0.10895,0.07586893439292908
228,mobley_313406~mobley_197466,0.059265,0.08227775245904922
229,mobley_2390199~mobley_4792268,0.15237,0.13964560627937317
230,mobley_9434451~mobley_1903702,0.08939,0.13964560627937317
231,mobley_5263791~mobley_5110043,0.011015,0.04166044294834137
232,mobley_1075836~mobley_778352,0.13335,0.13964560627937317
233,mobley_3167746~mobley_8614858,0.16166,0.13964560627937317
234,mobley_5449201~mobley_186894,0.15346,0.13964560627937317
235,mobley_6497672~mobley_2864987,0.14007,0.13295583426952362
236,mobley_3709920~mobley_5079234,0.14573,0.13964560627937317
237,mobley_9794857~mobley_1899443,0.12797,0.13964560627937317
238,mobley_820789~mobley_2341732,0.10532,0.10220008343458176
239,mobley_3982371~mobley_9626434,0.0204175,0.030702635645866394
240,mobley_3982371~mobley_3269565,0.16099,0.13964560627937317
241,mobley_3546460~mobley_2390199,0.15689,0.13964560627937317
242,mobley_9942801~mobley_1571523,0.01055167,0.009286805987358093
243,mobley_2126135~mobley_9942801,0.1565,0.13964560627937317
244,mobley_7497999~mobley_3452749,0.03083333,0.012127652764320374
245,mobley_1144156~mobley_820789,0.15802,0.13964560627937317
246,mobley_929676~mobley_1893937,0.12407,0.13964560627937317
247,mobley_8426916~mobley_8011706,0.02613,0.13964560627937317
248,mobley_7542832~mobley_2364370,0.15856,0.13964560627937317
249,mobley_6854178~mobley_5157661,0.14234,0.11412803828716278
250,mobley_4690963~mobley_352111,0.16084,0.13964560627937317
251,mobley_7859387~mobley_1017962,0.15769,0.13964560627937317
252,mobley_5079234~mobley_7983227,0.015264,0.008930623531341553
253,mobley_3867265~mobley_7758918,0.16027,0.1377549022436142
254,mobley_5310099~mobley_6896128,0.13683,0.13964560627937317
255,mobley_5072416~mobley_8057732,0.12469,0.06652654707431793
256,mobley_4043951~mobley_1662128,0.14964,0.13964560627937317
257,mobley_3452749~mobley_20524,0.13076,0.08346832543611526
258,mobley_210639~mobley_186894,0.01229,0.05312659591436386
259,mobley_1976156~mobley_9897248,0.042835,0.0775231420993805
260,mobley_6854178~mobley_9671033,0.00515714,-0.05825461447238922
261,mobley_1107178~mobley_4465023,0.11994,0.11542042344808578
262,mobley_2792521~mobley_4924862,0.14518,0.13964560627937317
263,mobley_1755375~mobley_3727287,0.12294,0.10489457845687866
264,mobley_4762983~mobley_1881249,0.14066,0.13964560627937317
265,mobley_8048190~mobley_5816127,0.14047,0.08612798154354095
266,mobley_5571660~mobley_4035953,0.15776,0.13964560627937317
267,mobley_1827204~mobley_2143011,0.036145,0.03194190561771393
268,mobley_8221999~mobley_1107178,0.020205,0.10489457845687866
269,mobley_5627459~mobley_6854178,0.09844,0.13136249780654907
270,mobley_5518547~mobley_7814642,0.010658,0.1049310564994812
271,mobley_9015240~mobley_7859387,0.15407,0.13964560627937317
272,mobley_2143011~mobley_1857976,0.10018,0.09000904858112335
273,mobley_5571660~mobley_5520946,0.14189,0.11930008232593536
274,mobley_7295828~mobley_852937,0.14137,0.13964560627937317
275,mobley_3259411~mobley_313406,0.16377,0.12194465845823288
276,mobley_4218209~mobley_5311804,0.0180275,0.06664440780878067
277,mobley_8614858~mobley_3060426,0.04349,0.05378586798906326
278,mobley_3414356~mobley_4043951,0.0275325,0.08518615365028381
279,mobley_3738859~mobley_6497672,0.068815,0.13964560627937317
280,mobley_4218209~mobley_7814642,0.0170875,0.029527008533477783
281,mobley_1987439~mobley_6978427,0.03191,-0.017404228448867798
282,mobley_1075836~mobley_1199854,0.13806,0.13964560627937317
283,mobley_2925352~mobley_7893124,0.0461,0.07932993024587631
284,mobley_4305650~mobley_5935995,0.10168,0.11579629778862
285,mobley_5890803~mobley_4924862,0.11534,0.13964560627937317
286,mobley_2802855~mobley_1899443,0.13437,0.13964560627937317
287,mobley_1144156~mobley_3867265,0.09689,0.13964560627937317
288,mobley_1858644~mobley_3040612,0.14661,0.13964560627937317
289,mobley_6854178~mobley_9838013,0.15281,0.09257921576499939
290,mobley_3982371~mobley_3686115,0.10147,0.11953449249267578
291,mobley_7261305~mobley_6474572,0.11753,0.0842292532324791
292,mobley_1036761~mobley_2123854,0.11262,0.13964560627937317
293,mobley_8127829~mobley_7364468,0.10242,0.08668102324008942
294,mobley_2123854~mobley_2489709,0.02456667,0.10489457845687866
295,mobley_1792062~mobley_1107178,0.11083,0.06505486369132996
296,mobley_8772587~mobley_299266,0.13251,0.09245724976062775
297,mobley_1708457~mobley_2049967,0.04232,-0.01875145733356476
298,mobley_6091882~mobley_9246215,0.13359,0.1324683576822281
299,mobley_5759258~mobley_627267,0.0209425,0.06672420352697372
300,mobley_2451097~mobley_8057732,0.10175,0.0866137444972992
301,mobley_2341732~mobley_1881249,0.15061,0.1192319467663765
302,mobley_3663158~mobley_7039935,0.16362,0.13964560627937317
303,mobley_2422586~mobley_8525830,0.09476,0.1366610825061798
304,mobley_2661134~mobley_2850833,0.07923,0.13964560627937317
305,mobley_8573194~mobley_4043951,0.14303,0.13964560627937317
306,mobley_4035953~mobley_755351,0.0213625,0.030310243368148804
307,mobley_9100956~mobley_2689721,0.16038,0.06982073932886124
308,mobley_2925352~mobley_2661134,0.13441,0.08914807438850403
309,mobley_2310185~mobley_2198613,0.13622,0.0940883457660675
310,mobley_5072416~mobley_8723116,0.1333,0.12503087520599365
311,mobley_4694328~mobley_9883303,0.01883,0.018037497997283936
312,mobley_2609604~mobley_8525830,0.0173475,0.10489457845687866
313,mobley_5520946~mobley_3398536,0.01607333,0.0386495441198349
314,mobley_2925352~mobley_3187514,0.16218,0.13964560627937317
315,mobley_2517158~mobley_2213823,0.11402,0.04733803868293762
316,mobley_1636752~mobley_6632459,0.10671,0.11612081527709961
317,mobley_2294995~mobley_8320545,0.02223667,0.04011598229408264
318,mobley_2451097~mobley_7599023,0.10759,0.11175251007080078
319,mobley_1019269~mobley_5759258,0.14854,0.0885942131280899
320,mobley_4893032~mobley_1827204,0.09962,0.10489457845687866
321,mobley_5816127~mobley_8765203,0.026015,0.1391381174325943
322,mobley_8739734~mobley_1662128,0.1441,0.13186413049697876
323,mobley_1036761~mobley_5520946,0.15149,0.08220428228378296
324,mobley_7988076~mobley_7176290,0.12653,0.13964560627937317
325,mobley_2422586~mobley_1650157,0.12965,0.04689522087574005
326,mobley_5880265~mobley_2864987,0.017214,-0.004577219486236572
327,mobley_4305650~mobley_1144156,0.12616,0.12093522399663925
328,mobley_1189457~mobley_7066554,0.0112225,0.01438605785369873
329,mobley_3259411~mobley_4305650,0.0168325,0.13751564919948578
330,mobley_36119~mobley_4759887,0.04571,0.12015973031520844
331,mobley_7599023~mobley_5520946,0.0803,0.07809232175350189
332,mobley_5063386~mobley_8789465,0.02408,0.11332802474498749
333,mobley_2923700~mobley_7497999,0.16277,0.13964560627937317
334,mobley_5690766~mobley_9883303,0.12749,0.13964560627937317
335,mobley_8427539~mobley_7769613,0.07613,0.079552061855793
336,mobley_2126135~mobley_7497999,0.16226,0.13964560627937317
337,mobley_6743808~mobley_7295828,0.01515,-0.009608283638954163
338,mobley_2792521~mobley_36119,0.0178775,0.08853408694267273
339,mobley_1922649~mobley_9281946,0.12402,0.13964560627937317
340,mobley_5816127~mobley_6929123,0.16033,0.13964560627937317
341,mobley_1728386~mobley_8691603,0.15355,0.06973022222518921
342,mobley_6081058~mobley_3546460,0.09732,0.06406068801879883
343,mobley_2310185~mobley_197466,0.12378,0.07524020969867706
344,mobley_8221999~mobley_2958326,0.11277,0.1160024106502533
345,mobley_6353617~mobley_1363784,0.12798,0.12085148692131042
346,mobley_3144334~mobley_5072416,0.014084,0.008578062057495117
347,mobley_1075836~mobley_5123639,0.1385,0.13964560627937317
348,mobley_9794857~mobley_6929123,0.11127,0.06956123560667038
349,mobley_8614858~mobley_8765203,0.11664,0.10370324552059174
350,mobley_63712~mobley_1520842,0.15416,0.13964560627937317
351,mobley_3259411~mobley_7227357,0.15281,0.12788166105747223
352,mobley_2123854~mobley_4193752,0.02831,0.03166380524635315
353,mobley_8492526~mobley_5310099,0.14604,0.13964560627937317
354,mobley_1717215~mobley_2422586,0.14326,0.09408700466156006
355,mobley_627267~mobley_2008055,0.13406,0.058030083775520325
356,mobley_3414356~mobley_4043987,0.14783,0.10192977637052536
357,mobley_6854178~mobley_2279874,0.13041,0.13964560627937317
358,mobley_7988076~mobley_5467162,0.11875,0.13964560627937317
359,mobley_4043987~mobley_1923244,0.14982,0.13964560627937317
360,mobley_3969312~mobley_7599023,0.02399,0.04758746176958084
361,mobley_8614858~mobley_8573194,0.15478,0.13964560627937317
362,mobley_852937~mobley_3398536,0.02947667,0.1323770135641098
363,mobley_3686115~mobley_4687447,0.11445,0.13964560627937317
364,mobley_1923244~mobley_5286200,0.1137,0.06702979654073715
365,mobley_859464~mobley_7573149,0.16149,0.13964560627937317
366,mobley_299266~mobley_5759258,0.01969,0.06094672530889511
367,mobley_4177472~mobley_3414356,0.12011,0.13964560627937317
368,mobley_1662128~mobley_9733743,0.15606,0.1256229430437088
369,mobley_4035953~mobley_20524,0.15964,0.0821702778339386
370,mobley_5157661~mobley_3999471,0.02311667,0.015664927661418915
371,mobley_6430250~mobley_3727287,0.13946,0.13964560627937317
372,mobley_2925352~mobley_5518547,0.13378,0.13964560627937317
373,mobley_5449201~mobley_8260524,0.08563,0.13134020566940308
374,mobley_4364398~mobley_2068538,0.14365,0.13964560627937317
375,mobley_8260524~mobley_8772587,0.07541,0.1109621524810791
376,mobley_6497672~mobley_6006813,0.0199025,0.04023842513561249
377,mobley_6060301~mobley_7983227,0.021855,-0.004831403493881226
378,mobley_4690963~mobley_9626434,0.14477,0.13964560627937317
379,mobley_3572203~mobley_6456034,0.10556,0.08227427303791046
380,mobley_2859600~mobley_2681549,0.08646,0.04712908715009689
381,mobley_8691603~mobley_8127829,0.15074,0.05306263267993927
382,mobley_7203421~mobley_2341732,0.13662,0.13964560627937317
383,mobley_2607611~mobley_3378420,0.15386,0.13964560627937317
384,mobley_4305650~mobley_7326982,0.14866,0.13964560627937317
385,mobley_9112978~mobley_7758918,0.11432,0.13964560627937317
386,mobley_8668219~mobley_2390199,0.09497,0.10489457845687866
387,mobley_7497999~mobley_6430250,0.14734,0.06068270653486252
388,mobley_303222~mobley_1662128,0.15091,0.13964560627937317
389,mobley_7200804~mobley_4715906,0.12074,0.13964560627937317
390,mobley_9185328~mobley_7769613,0.040315,0.08478118479251862
391,mobley_2609604~mobley_3060426,0.10936,0.10489457845687866
392,mobley_7758918~mobley_2310185,0.13706,0.038210123777389526
393,mobley_9478823~mobley_4395315,0.16253,0.05707696080207825
394,mobley_6006813~mobley_5390332,0.0235375,0.10872159898281097
395,mobley_8048190~mobley_7769613,0.13572,0.08092169463634491
396,mobley_9197172~mobley_9407874,0.15861,0.13964560627937317
397,mobley_6854178~mobley_7047032,0.025715,0.08239464461803436
398,mobley_7943327~mobley_5880265,0.13962,0.13964560627937317
399,mobley_6091882~mobley_664966,0.09004,0.11147557199001312
400,mobley_1792062~mobley_8118832,0.125,0.058984048664569855
401,mobley_1800170~mobley_3034976,0.15118,0.126426562666893
402,mobley_1905088~mobley_1571523,0.09325,0.1271066963672638
403,mobley_2609604~mobley_4893032,0.05068,0.090421661734581
404,mobley_6006813~mobley_6812653,0.11624,0.09901583194732666
405,mobley_9794857~mobley_2422586,0.11504,0.13964560627937317
406,mobley_5692472~mobley_8427539,0.15741,0.13964560627937317
407,mobley_5973402~mobley_303222,0.02787,0.0860326811671257
408,mobley_4043951~mobley_3370989,0.12286,0.13964560627937317
409,mobley_3269565~mobley_1717215,0.13937,0.13964560627937317
410,mobley_2213823~mobley_2341732,0.12097,0.13964560627937317
411,mobley_2183616~mobley_4683624,0.15046,0.13964560627937317
412,mobley_3546460~mobley_8337977,0.022055,0.08625483512878418
413,mobley_4639255~mobley_1650157,0.12635,0.12155675888061523
414,mobley_2864987~mobley_49274,0.14549,0.1335463523864746
415,mobley_3969312~mobley_4188615,0.1247,0.08635000139474869
416,mobley_6248915~mobley_4893032,0.01247,0.012126311659812927
417,mobley_6714389~mobley_2410897,0.16309,0.13964560627937317
418,mobley_6743808~mobley_7298388,0.02483,0.021959349513053894
419,mobley_486214~mobley_3359593,0.13475,0.13964560627937317
420,mobley_1563176~mobley_1231151,0.02910333,0.07886964827775955
421,mobley_7977115~mobley_9883303,0.1463,0.13964560627937317
422,mobley_299266~mobley_1075836,0.11613,0.13964560627937317
423,mobley_20524~mobley_1079207,0.14264,0.06639528274536133
424,mobley_8221999~mobley_1650157,0.12668,0.02634415030479431
425,mobley_6988468~mobley_1363784,0.0185425,0.10489457845687866
426,mobley_2310185~mobley_7708038,0.02419333,0.09844483435153961
427,mobley_8011706~mobley_5692472,0.12558,0.043465010821819305
428,mobley_5571660~mobley_7463799,0.00967167,0.011681690812110901
429,mobley_1144156~mobley_4465023,0.11601,0.0777878388762474
430,mobley_755351~mobley_2923700,0.15323,0.13964560627937317
431,mobley_4687447~mobley_7977115,0.03064,0.13964560627937317
432,mobley_1899443~mobley_820789,0.15507,0.13964560627937317
433,mobley_755351~mobley_4883284,0.15767,0.07958346605300903
434,mobley_8127829~mobley_5520946,0.15274,0.08397892117500305
435,mobley_6854178~mobley_4603202,0.07335,-0.020876094698905945
436,mobley_1967551~mobley_1199854,0.13664,0.11893191933631897
